ID	Language_ID	Parameter_ID	Form	Value	Segments
eng-363_leather-1	eng	363_leather	ˈleðə	leather	l e ð ə
eng-1003_measure-1	eng	1003_measure	ˈmeʒə	measure	m e ʒ ə
eng-217_desire-1	eng	217_desire	dɪˈzaɪə	desire	d ɪ z a ɪ ə
eng-803_hear-1	eng	803_hear	hɪə	hear	h ɪ ə
eng-189_glass-1	eng	189_glass	ɡlɑːs	glass	g l ɑː s
eng-156_crane-1	eng	156_crane	kɹeɪn	crane	k ɹ e ɪ n
eng-467_june-1	eng	467_june	d͡ʒuːn	June	dʒ uː n
eng-83_rainbow-1	eng	83_rainbow	ˈɹeɪnbəʊ	rainbow	ɹ e ɪ n b ə ʊ
eng-1006_read-1	eng	1006_read	ɹiːd	read	ɹ iː d
eng-746_beill-1	eng	746_beill	ˌbiː ɪl	be ill	b iː + ɪ l
eng-909_guide-1	eng	909_guide	ɡaɪd	guide	g a ɪ d
eng-338_bundle-1	eng	338_bundle	ˈbʌndl	bundle	b ʌ n d l
eng-971_rinse-1	eng	971_rinse	ɹɪnz	rinse	ɹ ɪ n z
eng-64_stone-1	eng	64_stone	stəʊn	stone	s t ə ʊ n
eng-696_fall-1	eng	696_fall	fɔːl	fall	f ɔː l
eng-123_feather-1	eng	123_feather	ˈfeðə	feather	f e ð ə
eng-914_urge-1	eng	914_urge	ɜːd͡ʒ	urge	ɜː dʒ
eng-764_jump-1	eng	764_jump	d͡ʒʌmp	jump	dʒ ʌ m p
eng-792_move-1	eng	792_move	muːv	move	m uː v
eng-374_sleeve-1	eng	374_sleeve	sliːv	sleeve	s l iː v
eng-223_reason-1	eng	223_reason	ˈɹiːzn	reason	ɹ iː z n
eng-260_cross-1	eng	260_cross	kɹɒs	cross	k ɹ ɒ s
eng-143_elk-1	eng	143_elk	elk	elk	e l k
eng-520_bitter-1	eng	520_bitter	ˈbɪtə	bitter	b ɪ t ə
eng-613_backward-1	eng	613_backward	ˈbækwəd	backward	b æ k w ə d
eng-929_defend-1	eng	929_defend	dɪˈfend	defend	d ɪ f e n d
eng-623_very-1	eng	623_very	ˈveɹɪ	very	v e ɹ ɪ
eng-58_moon-1	eng	58_moon	muːn	moon	m uː n
eng-991_brag-1	eng	991_brag	bɹæɡ	brag	b ɹ æ g
eng-47_stomach-1	eng	47_stomach	ˈstʌmək	stomach	s t ʌ m ə k
eng-442_mistake-1	eng	442_mistake	mɪˈsteɪk	mistake	m ɪ s t e ɪ k
eng-112_tree-1	eng	112_tree	tɹiː	tree	t ɹ iː
eng-423_business-1	eng	423_business	ˈbɪznɪs	business	b ɪ z n ɪ s
eng-109_flower-1	eng	109_flower	ˈflaʊə	flower	f l a ʊ ə
eng-589_later-1	eng	589_later	ˈleɪtə	later	l e ɪ t ə
eng-395_pain-1	eng	395_pain	peɪn	pain	p e ɪ n
eng-252_companion-1	eng	252_companion	kəmˈpænjən	companion	k ə m p æ n j ə n
eng-483_long-1	eng	483_long	lɒŋ	long	l ɒ ŋ
eng-846_raise-1	eng	846_raise	ɹeɪz	raise	ɹ e ɪ z
eng-643_we-1	eng	643_we	wiː	we	w iː
eng-372_shirt-1	eng	372_shirt	ʃɜːt	shirt	ʃ ɜː t
eng-904_kiss-1	eng	904_kiss	kɪs	kiss	k ɪ s
eng-738_swallow-1	eng	738_swallow	ˈswɒləʊ	swallow	s w ɒ l ə ʊ
eng-204_son-1	eng	204_son	sʌn	son	s ʌ n
eng-1004_count-1	eng	1004_count	ˈkaʊnt	count	k a ʊ n t
eng-675_and-1	eng	675_and	ænd	and	æ n d
eng-935_kick-1	eng	935_kick	kɪk	kick	k ɪ k
eng-488_thick-1	eng	488_thick	θɪk	thick	θ ɪ k
eng-92_meadow-1	eng	92_meadow	ˈmedəʊ	meadow	m e d ə ʊ
eng-624_so-1	eng	624_so	səʊ	so	s ə ʊ
eng-934_beat-1	eng	934_beat	biːt	beat	b iː t
eng-248_game-1	eng	248_game	ɡeɪm	game	g e ɪ m
eng-582_last-1	eng	582_last	lɑːst	last	l ɑː s t
eng-415_sin-1	eng	415_sin	sɪn	sin	s ɪ n
eng-554_sickill-1	eng	554_sickill	sɪk	sick	s ɪ k
eng-136_horse-1	eng	136_horse	hɔːs	horse	h ɔː s
eng-113_trunk-1	eng	113_trunk	tɹʌŋk	trunk	t ɹ ʌ ŋ k
eng-318_door-1	eng	318_door	dɔː	door	d ɔː
eng-898_give-1	eng	898_give	ɡɪv	give	g ɪ v
eng-672_ninety-1	eng	672_ninety	ˈnaɪntɪ	ninety	n a ɪ n t ɪ
eng-758_step-1	eng	758_step	ˈpeɪs	pace	p e ɪ s
eng-35_heel-1	eng	35_heel	hiːl	heel	h iː l
eng-690_blow-1	eng	690_blow	bləʊ	blow	b l ə ʊ
eng-753_budge-1	eng	753_budge	bʌd͡ʒ	budge	b ʌ dʒ
eng-43_sinew-1	eng	43_sinew	ˈsɪnjuː	sinew	s ɪ n j uː
eng-176_grain-1	eng	176_grain	ɡɹeɪn	grain	g ɹ e ɪ n
eng-463_february-1	eng	463_february	ˈfebɹʊəɹɪ	February	f e b ɹ ʊ ə ɹ ɪ
eng-585_together-1	eng	585_together	təˈɡeðə	together	t ə g e ð ə
eng-269_middle-1	eng	269_middle	ˈmɪdl	middle	m ɪ d l
eng-562_true-1	eng	562_true	tɹuː	true	t ɹ uː
eng-272_fringe-1	eng	272_fringe	fɹɪnd͡ʒ	fringe	f ɹ ɪ n dʒ
eng-403_way-1	eng	403_way	weɪ	way	w e ɪ
eng-196_boy-1	eng	196_boy	bɔɪ	boy	b ɔ ɪ
eng-491_firmsolid-1	eng	491_firmsolid	fɜːm	firm	f ɜː m
eng-477_thursday-1	eng	477_thursday	ˈθɜːzdeɪ	Thursday	θ ɜː z d e ɪ
eng-604_always-1	eng	604_always	ˈɔːlweɪz	always	ɔː l w e ɪ z
eng-390_towel-1	eng	390_towel	ˈtaʊəl	towel	t a ʊ ə l
eng-966_sew-1	eng	966_sew	səʊ	sew	s ə ʊ
eng-709_pass-1	eng	709_pass	pɑːs	pass	p ɑː s
eng-59_star-1	eng	59_star	stɑː	star	s t ɑː
eng-654_two-1	eng	654_two	tuː	two	t uː
eng-231_puzzle-1	eng	231_puzzle	ˈpʌzl	puzzle	p ʌ z l
eng-203_mother-1	eng	203_mother	ˈmʌðə	mother	m ʌ ð ə
eng-337_pouch-1	eng	337_pouch	paʊt͡ʃ	pouch	p a ʊ tʃ
eng-45_brain-1	eng	45_brain	bɹeɪn	brain	b ɹ e ɪ n
eng-999_learn-1	eng	999_learn	lɜːn	learn	l ɜː n
eng-192_human-1	eng	192_human	ˈhjuːmən	human	h j uː m ə n
eng-179_pit-1	eng	179_pit	pɪt	pit	p ɪ t
eng-327_spoon-1	eng	327_spoon	spuːn	spoon	s p uː n
eng-297_west-1	eng	297_west	west	west	w e s t
eng-769_dive-1	eng	769_dive	daɪv	dive	d a ɪ v
eng-798_flee-1	eng	798_flee	fliː	flee	f l iː
eng-87_foam-1	eng	87_foam	fəʊm	foam	f ə ʊ m
eng-9_face-1	eng	9_face	feɪs	face	f e ɪ s
eng-742_wakeup-1	eng	742_wakeup	ˌweɪk ˈʌp	wake up	w e ɪ k + ʌ p
eng-973_sweep-1	eng	973_sweep	swiːp	sweep	s w iː p
eng-665_twenty-1	eng	665_twenty	ˈtwentɪ	twenty	t w e n t ɪ
eng-922_sing-1	eng	922_sing	sɪŋ	sing	s ɪ ŋ
eng-465_april-1	eng	465_april	ˈeɪpɹəl	April	e ɪ p ɹ ə l
eng-122_horn-1	eng	122_horn	hɔːn	horn	h ɔː n
eng-587_suddenly-1	eng	587_suddenly	ˈsʌdnlɪ	suddenly	s ʌ d n l ɪ
eng-500_heavy-1	eng	500_heavy	ˈhevɪ	heavy	h e v ɪ
eng-153_eagle-1	eng	153_eagle	ˈiːɡl	eagle	iː g l
eng-916_invite-1	eng	916_invite	ɪnˈvaɪt	invite	ɪ n v a ɪ t
eng-699_rain-1	eng	699_rain	ɹeɪn	rain	ɹ e ɪ n
eng-199_grandfather-1	eng	199_grandfather	ˈɡɹændˌfɑːðə	grandfather	g ɹ æ n d f ɑː ð ə
eng-796_beafraid-1	eng	796_beafraid	bɪ əˈfɹeɪd	be afraid	b ɪ + ə f ɹ e ɪ d
eng-906_cover-1	eng	906_cover	ˈkʌvə	cover	k ʌ v ə
eng-616_down-1	eng	616_down	daʊn	down	d a ʊ n
eng-994_believe-1	eng	994_believe	bɪˈliːv	believe	b ɪ l iː v
eng-147_wolf-1	eng	147_wolf	wʊlf	wolf	w ʊ l f
eng-448_end-1	eng	448_end	kənˈkluːʒn	conclusion	k ə n k l uː ʒ n
eng-239_sound-1	eng	239_sound	saʊnd	sound	s a ʊ n d
eng-941_conceal-1	eng	941_conceal	kənˈsiːl	conceal	k ə n s iː l
eng-568_poor-1	eng	568_poor	pɔː	poor	p ɔː
eng-347_meal-1	eng	347_meal	miːl	meal	m iː l
eng-834_make-1	eng	834_make	meɪk	make	m e ɪ k
eng-72_shadow-1	eng	72_shadow	ˈʃædəʊ	shadow	ʃ æ d ə ʊ
eng-489_thin-1	eng	489_thin	θɪn	thin	θ ɪ n
eng-647_who-1	eng	647_who	huː	who	h uː
eng-86_drop-1	eng	86_drop	dɹɒp	drop	d ɹ ɒ p
eng-333_lock-1	eng	333_lock	lɒk	lock	l ɒ k
eng-24_breast-1	eng	24_breast	t͡ʃest	chest	tʃ e s t
eng-801_lookat-1	eng	801_lookat	ˈlʊk ət	look at	l ʊ k + ə t
eng-195_child-1	eng	195_child	t͡ʃaɪld	child	tʃ a ɪ l d
eng-406_town-1	eng	406_town	taʊn	town	t a ʊ n
eng-843_spin-1	eng	843_spin	spɪn	spin	s p ɪ n
eng-180_trap-1	eng	180_trap	tɹæp	trap	t ɹ æ p
eng-706_decay-1	eng	706_decay	dɪˈkeɪ	decay	d ɪ k e ɪ
eng-592_tomorrow-1	eng	592_tomorrow	təˈmɒɹəʊ	tomorrow	t ə m ɒ ɹ ə ʊ
eng-997_grasp-1	eng	997_grasp	ɡɹɑːsp	grasp	g ɹ ɑː s p
eng-188_coal-1	eng	188_coal	kəʊl	coal	k ə ʊ l
eng-657_five-1	eng	657_five	faɪv	five	f a ɪ v
eng-720_chime-1	eng	720_chime	t͡ʃaɪm	chime	tʃ a ɪ m
eng-343_sack-1	eng	343_sack	sæk	sack	s æ k
eng-506_fresh-1	eng	506_fresh	fɹeʃ	fresh	f ɹ e ʃ
eng-923_dance-1	eng	923_dance	dɑːns	dance	d ɑː n s
eng-517_ripe-1	eng	517_ripe	ɹaɪp	ripe	ɹ a ɪ p
eng-833_drop-1	eng	833_drop	dɹɒp	drop	d ɹ ɒ p
eng-600_atfirst-1	eng	600_atfirst	æt ˈfɜːst	at first	æ t + f ɜː s t
eng-264_distance-1	eng	264_distance	ˈdɪstəns	distance	d ɪ s t ə n s
eng-621_alittle-1	eng	621_alittle	ə ˈlɪtl	a little	ə + l ɪ t l
eng-505_cool-1	eng	505_cool	kuːl	cool	k uː l
eng-714_increase-1	eng	714_increase	ɪnˈkɹiːs	increase	ɪ n k ɹ iː s
eng-124_fur-1	eng	124_fur	fɜː	fur	f ɜː
eng-134_cow-1	eng	134_cow	kaʊ	cow	k a ʊ
eng-723_roar-1	eng	723_roar	ɹɔː	roar	ɹ ɔː
eng-187_silver-1	eng	187_silver	ˈsɪlvə	silver	s ɪ l v ə
eng-503_warm-1	eng	503_warm	wɔːm	warm	w ɔː m
eng-873_carry-1	eng	873_carry	ˈkæɹɪ	carry	k æ ɹ ɪ
eng-728_blow-1	eng	728_blow	bləʊ	blow	b l ə ʊ
eng-38_leg-1	eng	38_leg	leɡ	leg	l e g
eng-3_nose-1	eng	3_nose	nəʊz	nose	n ə ʊ z
eng-472_november-1	eng	472_november	nəʊˈvembə	November	n ə ʊ v e m b ə
eng-150_chicken-1	eng	150_chicken	ˈt͡ʃɪkɪn	chicken	tʃ ɪ k ɪ n
eng-569_rich-1	eng	569_rich	ɹɪt͡ʃ	rich	ɹ ɪ tʃ
eng-618_up-1	eng	618_up	ʌp	up	ʌ p
eng-683_begin-1	eng	683_begin	bɪˈɡɪn	begin	b ɪ g ɪ n
eng-836_build-1	eng	836_build	bɪld	build	b ɪ l d
eng-1013_payfor-1	eng	1013_payfor	ˈpeɪ fɔː	pay for	p e ɪ + f ɔː
eng-717_shine-1	eng	717_shine	ʃaɪn	shine	ʃ a ɪ n
eng-451_morning-1	eng	451_morning	ˈmɔːnɪŋ	morning	m ɔː n ɪ ŋ
eng-926_rescue-1	eng	926_rescue	ˈɹeskjuː	rescue	ɹ e s k j uː
eng-484_short-1	eng	484_short	ʃɔːt	short	ʃ ɔː t
eng-242_calm-1	eng	242_calm	kɑːm	calm	k ɑː m
eng-921_play-1	eng	921_play	pleɪ	play	p l e ɪ
eng-18_nape-1	eng	18_nape	neɪp	nape	n e ɪ p
eng-277_hole-1	eng	277_hole	həʊl	hole	h ə ʊ l
eng-980_decorate-1	eng	980_decorate	ˈdekəɹeɪt	decorate	d e k ə ɹ e ɪ t
eng-537_powerful-1	eng	537_powerful	ˈpaʊəfʊl	powerful	p a ʊ ə f ʊ l
eng-82_hoarfrost-1	eng	82_hoarfrost	ˈhɔːfɹɒst	hoarfrost	h ɔː f ɹ ɒ s t
eng-182_track-1	eng	182_track	tɹæk	track	t ɹ æ k
eng-302_supportrest-1	eng	302_supportrest	ˈbɹækɪt	bracket	b ɹ æ k ɪ t
eng-606_here-1	eng	606_here	hɪə	here	h ɪ ə
eng-780_arrive-1	eng	780_arrive	əˈɹaɪv	arrive	ə ɹ a ɪ v
eng-14_chin-1	eng	14_chin	t͡ʃɪn	chin	tʃ ɪ n
eng-313_cradle-1	eng	313_cradle	ˈkɹeɪdl	cradle	k ɹ e ɪ d l
eng-522_bright-1	eng	522_bright	bɹaɪt	bright	b ɹ a ɪ t
eng-736_drink-1	eng	736_drink	dɹɪŋk	drink	d ɹ ɪ ŋ k
eng-462_january-1	eng	462_january	ˈd͡ʒænʊəɹɪ	January	dʒ æ n ʊ ə ɹ ɪ
eng-731_groan-1	eng	731_groan	ɡɹəʊn	groan	g ɹ ə ʊ n
eng-655_three-1	eng	655_three	θɹiː	three	θ ɹ iː
eng-30_finger-1	eng	30_finger	ˈfɪŋɡə	finger	f ɪ ŋ g ə
eng-936_sting-1	eng	936_sting	stɪŋ	sting	s t ɪ ŋ
eng-13_beard-1	eng	13_beard	bɪəd	beard	b ɪ ə d
eng-125_wing-1	eng	125_wing	wɪŋ	wing	w ɪ ŋ
eng-877_throw-1	eng	877_throw	θɹəʊ	throw	θ ɹ ə ʊ
eng-739_gettired-1	eng	739_gettired	ˌɡet ˈtaɪəd	get tired	g e t + t a ɪ ə d
eng-404_road-1	eng	404_road	ɹəʊd	road	ɹ ə ʊ d
eng-595_yesterday-1	eng	595_yesterday	ˈjestədɪ	yesterday	j e s t ə d ɪ
eng-400_well-1	eng	400_well	wel	well	w e l
eng-888_choose-1	eng	888_choose	t͡ʃuːz	choose	tʃ uː z
eng-945_dwell-1	eng	945_dwell	dwel	dwell	d w e l
eng-540_fat-1	eng	540_fat	fæt	fat	f æ t
eng-880_hide-1	eng	880_hide	haɪd	hide	h a ɪ d
eng-282_height-1	eng	282_height	haɪt	height	h a ɪ t
eng-772_fly-1	eng	772_fly	flaɪ	fly	f l a ɪ
eng-535_blind-1	eng	535_blind	blaɪnd	blind	b l a ɪ n d
eng-1001_remember-1	eng	1001_remember	ɹɪˈmembə	remember	ɹ ɪ m e m b ə
eng-358_salt-1	eng	358_salt	sɔːlt	salt	s ɔː l t
eng-625_still-1	eng	625_still	stɪl	still	s t ɪ l
eng-527_yellow-1	eng	527_yellow	ˈjeləʊ	yellow	j e l ə ʊ
eng-556_sad-1	eng	556_sad	sæd	sad	s æ d
eng-77_snow-1	eng	77_snow	snəʊ	snow	s n ə ʊ
eng-504_cold-1	eng	504_cold	kəʊld	cold	k ə ʊ l d
eng-292_load-1	eng	292_load	ləʊd	load	l ə ʊ d
eng-449_time-1	eng	449_time	taɪm	time	t a ɪ m
eng-241_song-1	eng	241_song	sɒŋ	song	s ɒ ŋ
eng-674_athousand-1	eng	674_athousand	ə ˈθaʊznd	a thousand	ə + θ a ʊ z n d
eng-686_rise-1	eng	686_rise	ɹaɪz	rise	ɹ a ɪ z
eng-108_island-1	eng	108_island	ˈaɪlənd	island	a ɪ l ə n d
eng-432_king-1	eng	432_king	kɪŋ	king	k ɪ ŋ
eng-615_below-1	eng	615_below	bɪˈləʊ	below	b ɪ l ə ʊ
eng-748_cough-1	eng	748_cough	kɒf	cough	k ɒ f
eng-610_thither-1	eng	610_thither	ˈθɪðə	thither	θ ɪ ð ə
eng-52_flavour-1	eng	52_flavour	ˈfleɪvə	flavour	f l e ɪ v ə
eng-169_fly-1	eng	169_fly	flaɪ	fly	f l a ɪ
eng-183_ash-1	eng	183_ash	ˈæʃɪz	ashes	æ ʃ ɪ z
eng-293_walk-1	eng	293_walk	wɔːk	walk	w ɔː k
eng-978_getdressed-1	eng	978_getdressed	ɡet ˈdɹest	get dressed	g e t + d ɹ e s t
eng-328_knife-1	eng	328_knife	naɪf	knife	n a ɪ f
eng-413_grave-1	eng	413_grave	ɡɹeɪv	grave	g ɹ e ɪ v
eng-409_character-1	eng	409_character	ˈkæɹəktə	character	k æ ɹ ə k t ə
eng-117_leaf-1	eng	117_leaf	liːf	leaf	l iː f
eng-639_everything-1	eng	639_everything	ˈevɹɪθɪŋ	everything	e v ɹ ɪ θ ɪ ŋ
eng-583_alone-1	eng	583_alone	əˈləʊn	alone	ə l ə ʊ n
eng-2_ear-1	eng	2_ear	ɪə	ear	ɪ ə
eng-97_summit-1	eng	97_summit	ˈsʌmɪt	summit	s ʌ m ɪ t
eng-678_sit-1	eng	678_sit	sɪt	sit	s ɪ t
eng-17_neck-1	eng	17_neck	nek	neck	n e k
eng-812_do-1	eng	812_do	duː	do	d uː
eng-129_egg-1	eng	129_egg	eɡ	egg	e g
eng-464_march-1	eng	464_march	mɑːt͡ʃ	March	m ɑː tʃ
eng-76_rain-1	eng	76_rain	ɹeɪn	rain	ɹ e ɪ n
eng-952_herd-1	eng	952_herd	hɜːd	herd	h ɜː d
eng-98_cave-1	eng	98_cave	keɪv	cave	k e ɪ v
eng-353_bread-1	eng	353_bread	bɹed	bread	b ɹ e d
eng-172_apple-1	eng	172_apple	ˈæpl	apple	æ p l
eng-664_twelve-1	eng	664_twelve	twelv	twelve	t w e l v
eng-114_bark-1	eng	114_bark	bɑːk	bark	b ɑː k
eng-149_swarm-1	eng	149_swarm	swɔːm	swarm	s w ɔː m
eng-673_ahundred-1	eng	673_ahundred	ə ˈhʌndɹəd	a hundred	ə + h ʌ n d ɹ ə d
eng-111_root-1	eng	111_root	ɹuːt	root	ɹ uː t
eng-885_get-1	eng	885_get	ɡet	get	g e t
eng-967_dye-1	eng	967_dye	daɪ	dye	d a ɪ
eng-712_dropdescend-1	eng	712_dropdescend	dɹɒp	drop	d ɹ ɒ p
eng-69_spark-1	eng	69_spark	spɑːk	spark	s p ɑː k
eng-369_knot-1	eng	369_knot	nɒt	knot	n ɒ t
eng-729_whistle-1	eng	729_whistle	ˈwɪsl	whistle	w ɪ s l
eng-386_leash-1	eng	386_leash	liːʃ	leash	l iː ʃ
eng-285_heap-1	eng	285_heap	hiːp	heap	h iː p
eng-298_east-1	eng	298_east	iːst	east	iː s t
eng-822_put-1	eng	822_put	pʊt	put	p ʊ t
eng-763_run-1	eng	763_run	ɹʌn	run	ɹ ʌ n
eng-658_six-1	eng	658_six	sɪks	six	s ɪ k s
eng-870_pour-1	eng	870_pour	pɔː	pour	p ɔː
eng-289_sleigh-1	eng	289_sleigh	sleɪ	sleigh	s l e ɪ
eng-775_depart-1	eng	775_depart	dɪˈpɑːt	depart	d ɪ p ɑː t
eng-138_pig-1	eng	138_pig	pɪɡ	pig	p ɪ g
eng-532_cheap-1	eng	532_cheap	t͡ʃiːp	cheap	tʃ iː p
eng-557_living-1	eng	557_living	ˈlɪvɪŋ	living	l ɪ v ɪ ŋ
eng-590_now-1	eng	590_now	naʊ	now	n a ʊ
eng-168_gnat-1	eng	168_gnat	mɪd͡ʒ	midge	m ɪ dʒ
eng-785_lookfor-1	eng	785_lookfor	siːk	seek	s iː k
eng-838_improve-1	eng	838_improve	ɪmˈpɹuːv	improve	ɪ m p ɹ uː v
eng-19_head-1	eng	19_head	hed	head	h e d
eng-418_boss-1	eng	418_boss	bɒs	boss	b ɒ s
eng-388_pillow-1	eng	388_pillow	ˈpɪləʊ	pillow	p ɪ l ə ʊ
eng-641_thou-1	eng	641_thou	juː	you	j uː
eng-229_news-1	eng	229_news	njuːz	news	n j uː z
eng-878_catch-1	eng	878_catch	kæt͡ʃ	catch	k æ tʃ
eng-548_clever-1	eng	548_clever	ˈklevə	clever	k l e v ə
eng-858_stick-1	eng	858_stick	stɪk	stick	s t ɪ k
eng-551_merry-1	eng	551_merry	ˈmeɹɪ	merry	m e ɹ ɪ
eng-863_rub-1	eng	863_rub	ɹʌb	rub	ɹ ʌ b
eng-433_power-1	eng	433_power	ˈpaʊə	power	p a ʊ ə
eng-710_appear-1	eng	710_appear	əˈpɪə	appear	ə p ɪ ə
eng-804_listen-1	eng	804_listen	ˈlɪsn	listen	l ɪ s n
eng-380_ring-1	eng	380_ring	ɹɪŋ	ring	ɹ ɪ ŋ
eng-497_pointed-1	eng	497_pointed	ˈpɔɪntɪd	pointed	p ɔ ɪ n t ɪ d
eng-323_broom-1	eng	323_broom	bɹuːm	broom	b ɹ uː m
eng-785_lookfor-2	eng	785_lookfor	ˈlʊk fə	look for	l ʊ k + f ə
eng-637_this-1	eng	637_this	ðɪs	this	ð ɪ s
eng-645_they-1	eng	645_they	ðeɪ	they	ð e ɪ
eng-695_swing-1	eng	695_swing	swɪŋ	swing	s w ɪ ŋ
eng-341_coverlid-1	eng	341_coverlid	ˈkʌvə	cover	k ʌ v ə
eng-542_pretty-1	eng	542_pretty	ˈpɹɪtɪ	pretty	p ɹ ɪ t ɪ
eng-902_wish-1	eng	902_wish	wɪʃ	wish	w ɪ ʃ
eng-274_corner-1	eng	274_corner	ˈkɔːnə	corner	k ɔː n ə
eng-802_watch-1	eng	802_watch	wɒt͡ʃ	watch	w ɒ tʃ
eng-809_show-1	eng	809_show	ʃəʊ	show	ʃ ə ʊ
eng-425_price-1	eng	425_price	pɹaɪs	price	p ɹ a ɪ s
eng-121_fir-1	eng	121_fir	fɜː	fir	f ɜː
eng-344_cup-1	eng	344_cup	kʌp	cup	k ʌ p
eng-824_lay-1	eng	824_lay	leɪ	lay	l e ɪ
eng-154_duck-1	eng	154_duck	dʌk	duck	d ʌ k
eng-247_gift-1	eng	247_gift	ɡɪft	gift	g ɪ f t
eng-565_former-1	eng	565_former	ˈfɔːmə	former	f ɔː m ə
